tokenId,price,timestamps,expires_at,listing_date,expire_date,openSeaLink
6707,5.0,1643475096,1643483361,2022-01-29 16:51:36,2022-01-29 19:09:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6707
8940,2.0,1643475052,1645736010,2022-01-29 16:50:52,2022-02-24 20:53:30,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8940
8712,10.0,1643474950,1645556021,2022-01-29 16:49:10,2022-02-22 18:53:41,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8712
5736,1.89,1643474939,1643561429,2022-01-29 16:48:59,2022-01-30 16:50:29,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5736
6519,1.89,1643474658,1646066751,2022-01-29 16:44:18,2022-02-28 16:45:51,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6519
352,1.7,1643474299,1643543865,2022-01-29 16:38:19,2022-01-30 11:57:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/352
4159,1.7,1643474218,1643560707,2022-01-29 16:36:58,2022-01-30 16:38:27,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4159
7460,1.8,1643474144,1643508151,2022-01-29 16:35:44,2022-01-30 02:02:31,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7460
7062,1.94,1643473749,1643991463,2022-01-29 16:29:09,2022-02-04 16:17:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7062
4373,2.0,1643473654,1645979348,2022-01-29 16:27:34,2022-02-27 16:29:08,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4373
1094,3.0,1643473434,1646065523,2022-01-29 16:23:54,2022-02-28 16:25:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1094
9618,3.8,1643473369,1646065458,2022-01-29 16:22:49,2022-02-28 16:24:18,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9618
4908,1.8,1643473203,1646025407,2022-01-29 16:20:03,2022-02-28 05:16:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4908
6864,2.1,1643472484,1643731776,2022-01-29 16:08:04,2022-02-01 16:09:36,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6864
701,2.95,1643472358,1646057933,2022-01-29 16:05:58,2022-02-28 14:18:53,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/701
2650,2.95,1643472338,1646057901,2022-01-29 16:05:38,2022-02-28 14:18:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2650
978,2.25,1643471685,1646063784,2022-01-29 15:54:45,2022-02-28 15:56:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/978
979,1.9,1643471663,1646063762,2022-01-29 15:54:23,2022-02-28 15:56:02,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/979
1100,2.0,1643471645,1646063744,2022-01-29 15:54:05,2022-02-28 15:55:44,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1100
9194,2.68,1643471256,1643557741,2022-01-29 15:47:36,2022-01-30 15:49:01,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9194
6483,1.75,1643470809,1643989495,2022-01-29 15:40:09,2022-02-04 15:44:55,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6483
927,2.69,1643470540,1643557029,2022-01-29 15:35:40,2022-01-30 15:37:09,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/927
3104,1.95,1643470457,1643506898,2022-01-29 15:34:17,2022-01-30 01:41:38,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3104
9167,4.2069,1643470434,1646062533,2022-01-29 15:33:54,2022-02-28 15:35:33,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9167
3105,3.5,1643470423,1643506865,2022-01-29 15:33:43,2022-01-30 01:41:05,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3105
2788,1.49,1643470263,1643595898,2022-01-29 15:31:03,2022-01-31 02:24:58,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2788
693,1.65,1643470259,1646062347,2022-01-29 15:30:59,2022-02-28 15:32:27,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/693
3294,1.6,1643470176,1646062268,2022-01-29 15:29:36,2022-02-28 15:31:08,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3294
5230,1.6,1643470162,1646062254,2022-01-29 15:29:22,2022-02-28 15:30:54,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5230
4836,2.5,1643469832,1644247426,2022-01-29 15:23:52,2022-02-07 15:23:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4836
1777,2.19,1643469559,1643626412,2022-01-29 15:19:19,2022-01-31 10:53:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1777
4667,2.2,1643469335,1643555822,2022-01-29 15:15:35,2022-01-30 15:17:02,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4667
4802,2.0,1643469290,1643555775,2022-01-29 15:14:50,2022-01-30 15:16:15,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4802
437,3.0,1643468455,1643554400,2022-01-29 15:00:55,2022-01-30 14:53:20,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/437
5969,1.8,1643468329,1646026388,2022-01-29 14:58:49,2022-02-28 05:33:08,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5969
1515,2.2,1643468314,1643554802,2022-01-29 14:58:34,2022-01-30 15:00:02,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1515
6637,1.962,1643468039,1645955870,2022-01-29 14:53:59,2022-02-27 09:57:50,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6637
8443,1.64,1643467952,1643554404,2022-01-29 14:52:32,2022-01-30 14:53:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8443
7319,2.6,1643467869,1646059968,2022-01-29 14:51:09,2022-02-28 14:52:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7319
9851,3.0,1643467728,1643524246,2022-01-29 14:48:48,2022-01-30 06:30:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9851
5926,3.0,1643467179,1643553561,2022-01-29 14:39:39,2022-01-30 14:39:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5926
4205,2.24,1643466958,1646057447,2022-01-29 14:35:58,2022-02-28 14:10:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4205
2594,1.72,1643466765,1646035987,2022-01-29 14:32:45,2022-02-28 08:13:07,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2594
5281,1.59,1643466762,1644071634,2022-01-29 14:32:42,2022-02-05 14:33:54,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5281
2156,1.85,1643466746,1643488411,2022-01-29 14:32:26,2022-01-29 20:33:31,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2156
4665,2.0,1643465607,1643724771,2022-01-29 14:13:27,2022-02-01 14:12:51,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4665
2457,8.5,1643464781,1643724068,2022-01-29 13:59:41,2022-02-01 14:01:08,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2457
8718,9.0,1643464748,1643724032,2022-01-29 13:59:08,2022-02-01 14:00:32,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8718
3259,2.0,1643464674,1643551164,2022-01-29 13:57:54,2022-01-30 13:59:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3259
1822,2.2,1643463689,1643517525,2022-01-29 13:41:29,2022-01-30 04:38:45,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1822
9560,1.88,1643463534,1645885737,2022-01-29 13:38:54,2022-02-26 14:28:57,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9560
834,2.08,1643463437,1645965503,2022-01-29 13:37:17,2022-02-27 12:38:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/834
7850,2.2,1643463250,1643722415,2022-01-29 13:34:10,2022-02-01 13:33:35,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7850
548,2.69,1643463147,1645758197,2022-01-29 13:32:27,2022-02-25 03:03:17,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/548
1654,1.76,1643462797,1643543689,2022-01-29 13:26:37,2022-01-30 11:54:49,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1654
7284,2.25,1643462773,1643543721,2022-01-29 13:26:13,2022-01-30 11:55:21,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7284
9051,4.9,1643462578,1646054629,2022-01-29 13:22:58,2022-02-28 13:23:49,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9051
7766,2.67,1643462567,1646054604,2022-01-29 13:22:47,2022-02-28 13:23:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7766
1179,1.997,1643462451,1645587244,2022-01-29 13:20:51,2022-02-23 03:34:04,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1179
7567,2.85,1643461951,1646054032,2022-01-29 13:12:31,2022-02-28 13:13:52,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7567
8516,1.6,1643461923,1643689524,2022-01-29 13:12:03,2022-02-01 04:25:24,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8516
8975,2.45,1643461060,1643518906,2022-01-29 12:57:40,2022-01-30 05:01:46,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8975
9745,1.99,1643460578,1646040883,2022-01-29 12:49:38,2022-02-28 09:34:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9745
7325,2.5,1643459488,1643545974,2022-01-29 12:31:28,2022-01-30 12:32:54,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7325
3281,2.5,1643459269,1643545754,2022-01-29 12:27:49,2022-01-30 12:29:14,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3281
3282,2.0,1643459022,1643545501,2022-01-29 12:23:42,2022-01-30 12:25:01,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3282
4462,5.05,1643457958,1643540820,2022-01-29 12:05:58,2022-01-30 11:07:00,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4462
1002,1.69,1643457227,1643540199,2022-01-29 11:53:47,2022-01-30 10:56:39,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1002
4035,3.79999,1643457139,1643543567,2022-01-29 11:52:19,2022-01-30 11:52:47,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4035
9646,1.85,1643457115,1643543606,2022-01-29 11:51:55,2022-01-30 11:53:26,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9646
9132,2.0,1643456783,1643543268,2022-01-29 11:46:23,2022-01-30 11:47:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9132
7985,2.66,1643456778,1645983793,2022-01-29 11:46:18,2022-02-27 17:43:13,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7985
7372,4.316,1643456730,1646048811,2022-01-29 11:45:30,2022-02-28 11:46:51,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7372
4940,1.63,1643456148,1643541638,2022-01-29 11:35:48,2022-01-30 11:20:38,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4940
2995,2.7,1643455356,1643541845,2022-01-29 11:22:36,2022-01-30 11:24:05,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2995
7484,4.99,1643455301,1646047389,2022-01-29 11:21:41,2022-02-28 11:23:09,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7484
2963,3.3,1643454468,1643490102,2022-01-29 11:07:48,2022-01-29 21:01:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2963
3502,2.49,1643454202,1643540683,2022-01-29 11:03:22,2022-01-30 11:04:43,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/3502
7912,2.5,1643452622,1645763018,2022-01-29 10:37:02,2022-02-25 04:23:38,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7912
4793,1.89,1643452287,1643493708,2022-01-29 10:31:27,2022-01-29 22:01:48,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4793
6405,1.99,1643451836,1643546965,2022-01-29 10:23:56,2022-01-30 12:49:25,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6405
9911,2.5,1643450969,1643537459,2022-01-29 10:09:29,2022-01-30 10:10:59,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9911
230,2.4,1643448895,1643485210,2022-01-29 09:34:55,2022-01-29 19:40:10,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/230
6734,1.85,1643448782,1646040877,2022-01-29 09:33:02,2022-02-28 09:34:37,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6734
7601,2.5,1643448620,1644053474,2022-01-29 09:30:20,2022-02-05 09:31:14,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7601
8357,2.485,1643448430,1643551886,2022-01-29 09:27:10,2022-01-30 14:11:26,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8357
7087,2.99,1643447951,1646040050,2022-01-29 09:19:11,2022-02-28 09:20:50,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7087
8617,2.9,1643447383,1643706666,2022-01-29 09:09:43,2022-02-01 09:11:06,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8617
1189,1.55,1643447352,1643533842,2022-01-29 09:09:12,2022-01-30 09:10:42,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1189
7575,1.7,1643446825,1643533290,2022-01-29 09:00:25,2022-01-30 09:01:30,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/7575
2087,2.8,1643446664,1645735643,2022-01-29 08:57:44,2022-02-24 20:47:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2087
6817,1.999,1643446568,1646038658,2022-01-29 08:56:08,2022-02-28 08:57:38,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/6817
2037,2.0,1643446093,1646038163,2022-01-29 08:48:13,2022-02-28 08:49:23,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2037
1128,5.0,1643445905,1645865272,2022-01-29 08:45:05,2022-02-26 08:47:52,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1128
9405,2.8,1643445846,1646037912,2022-01-29 08:44:06,2022-02-28 08:45:12,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/9405
2569,2.23,1643445701,1643578920,2022-01-29 08:41:41,2022-01-30 21:42:00,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/2569
4219,1.95,1643445329,1646037386,2022-01-29 08:35:29,2022-02-28 08:36:26,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/4219
5218,2.5,1643444849,1646036943,2022-01-29 08:27:29,2022-02-28 08:29:03,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5218
5217,3.0,1643444835,1646036930,2022-01-29 08:27:15,2022-02-28 08:28:50,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5217
8373,5.25,1643444799,1643704075,2022-01-29 08:26:39,2022-02-01 08:27:55,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/8373
5461,3.5,1643444535,1646036599,2022-01-29 08:22:15,2022-02-28 08:23:19,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/5461
1219,1.74,1643444331,1644049168,2022-01-29 08:18:51,2022-02-05 08:19:28,https://opensea.io/assets/0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f/1219
